0,"* See the License for the specific language governing permissions and * limitations under the License. */ -package org.apache.commons.math3.genetics; +package org.apache.commons.math3.genetics;import  org.apache.commons.math3.exception.OutOfRangeException;import  org.apache.commons.math3.exception.OutOfRangeException;  import java.util.Collections; import java.util.List; final double elitismRate) { super(chromosomes, populationLimit); this.elitismRate = elitismRate; + 	if (elitismRate>(double)1.0){throw new OutOfRangeException(null,null,null);} + 	if (elitismRate<(double)0.0){throw new OutOfRangeException(null,null,null);} }  /** public ElitisticListPopulation(final int populationLimit, final double elitismRate) { super(populationLimit); this.elitismRate = elitismRate; + 	if (elitismRate>(double)1.0){throw new OutOfRangeException(null,null,null);} + 	if (elitismRate<(double)0.0){throw new OutOfRangeException(null,null,null);} + + }  /**",Math-35
0,} if (chars[i] == 'l' || chars[i] == 'L') { + 	if (hasDecPoint==true){return false;} // not allowing L with an exponent or decimal point return foundDigit && !hasExp; },Lang-24
0,*/ @Deprecated public void addValue(Object v) { +if (!(v instanceof Comparable<?>)){throw new IllegalArgumentException();} addValue((Comparable<?>) v); } ,Math-89
0,  final double prodHighCur = prodHigh[0]; + 	if (len==1.0){return a[0] * b[0];} double prodHighNext = prodHigh[1]; double sHighPrev = prodHighCur + prodHighNext; double sPrime = sHighPrev - prodHighNext;,Math-3
0,"freqTable.put(obj, Long.valueOf(count.longValue() + 1)); } } catch (ClassCastException ex) { +if (!(v instanceof Comparable<?>)){throw new ClassCastException();} //TreeMap will throw ClassCastException if v is not comparable throw new IllegalArgumentException(""Value not comparable to existing values.""); }",Math-90
0,// procedure cannot produce sensible results.  a = FastMath.sqrt(c1 / c2); + 	if (c2==0.0){throw new MathIllegalStateException();} omega = FastMath.sqrt(c2 / c3); } },Math-25
0,"}  if (real == 0.0 && imaginary == 0.0) { +if (this.equals(new Complex(0,0))){return INF;} return NaN; } ",Math-5
0,"} while ((fa * fb > 0.0) && (numIterations < maximumIterations) && ((a > lowerBound) || (b < upperBound)));  -        if (fa * fb >= 0.0 ) { + 	if (fa * fb >= 0.0 &&!(fa * fb==0.0)) { throw new ConvergenceException( ""number of iterations={0}, maximum iterations={1}, "" + ""initial={2}, lower bound={3}, upper bound={4}, final a value={5}, "" +",Math-85
0,"public static long safeMultiply(long val1, int val2) { switch (val2) { case -1: +if (val1==Long.MIN_VALUE){throw new ArithmeticException();} return -val1; case 0: return 0L;",Time-15
0,"int u = p; int v = q; if ((u == 0) || (v == 0)) { + 	if (u==Integer.MIN_VALUE){throw new ArithmeticException();} + 	if (v==Integer.MIN_VALUE){throw new ArithmeticException();} return (Math.abs(u) + Math.abs(v)); } // keep u and v negative, as negative integers range down to return 0; } int lcm = Math.abs(mulAndCheck(a / gcd(a, b), b)); + 	if (lcm==Integer.MIN_VALUE){throw new ArithmeticException();} return lcm; } ",Math-99
0,* @since 1.0.3 */ public int getDomainAxisIndex(CategoryAxis axis) { + 	if (axis == null){throw new IllegalArgumentException();} return this.domainAxes.indexOf(axis); }  result = p.getRangeAxisIndex(axis); } } +     	if (axis == null){throw new IllegalArgumentException();} return result; } ,Chart-19
0,"* @version $Revision$ $Date$ */ public final class MathUtils { + 	private static long patch_method(int n){ + 	  long result=1; + 	  for (int i=2; i <= n; i++) { + 	    result*=i; + 	  } + 	  return result; + 	} +  /** Smallest positive number such that 1 - EPSILON is not numerically equal to 1. */ public static final double EPSILON = 0x1.0p-53; if (n < 0) { throw new IllegalArgumentException(""must have n >= 0 for n!""); } + 	if (n<(int)20.0){return patch_method(n);} + return Math.floor(Math.exp(factorialLog(n)) + 0.5); } ",Math-93
0,"throw new NumberFormatException(""A blank string is not a valid number""); } if (str.startsWith(""--"")) { -            return null; +if (str.startsWith(""--"")==true){throw new NumberFormatException();}            return null; } if (str.startsWith(""0x"") || str.startsWith(""-0x"") || str.startsWith(""0X"") || str.startsWith(""-0X"")) { int hexDigits = str.length() - 2; // drop 0xS ",Lang-7
0,} if (chars[i] == 'l' || chars[i] == 'L') { -                // not allowing L with an exponent or decimal point +if (hasDecPoint==true){return false;}                // not allowing L with an exponent or decimal point return foundDigit && !hasExp; } // last character is illegal ,Lang-24
0,"* @since 1.0.3 */ public int getDomainAxisIndex(CategoryAxis axis) { +        if (axis == null) { +            throw new IllegalArgumentException(""Null 'axis' argument.""); +        } return this.domainAxes.indexOf(axis); }  * @since 1.0.7 */ public int getRangeAxisIndex(ValueAxis axis) { +        if (axis == null) { +            throw new IllegalArgumentException(""Null 'axis' argument.""); +        } int result = this.rangeAxes.indexOf(axis); if (result < 0) { // try the parent plot Plot parent = getParent();",Chart-19
0,markers = (ArrayList) this.backgroundDomainMarkers.get(new Integer( index)); } +        if (markers == null) { +            return false; +        } boolean removed = markers.remove(marker); if (removed && notify) { fireChangeEvent(); markers = (ArrayList) this.backgroundRangeMarkers.get(new Integer( index)); } +        if (markers == null) { +            return false; +        } boolean removed = markers.remove(marker); if (removed && notify) { fireChangeEvent();   markers = (ArrayList) this.backgroundDomainMarkers.get(new Integer( index)); } +        if (markers == null) { +            return false; +        } boolean removed = markers.remove(marker); if (removed && notify) { fireChangeEvent(); markers = (ArrayList) this.backgroundRangeMarkers.get(new Integer( index)); } +        if (markers == null) { +            return false; +        } boolean removed = markers.remove(marker); if (removed && notify) { fireChangeEvent(); ,Chart-14
0,"for (int i = tableau.getNumObjectiveFunctions(); i < tableau.getHeight(); i++) { final double rhs = tableau.getEntry(i, tableau.getWidth() - 1); final double entry = tableau.getEntry(i, col); -            if (MathUtils.compareTo(entry, 0, epsilon) >= 0) { -                final double ratio = rhs / entry; +if (MathUtils.compareTo(entry, 0, epsilon) >= 0&&!(MathUtils.compareTo(entry, 0, epsilon)==0.0)) {                final double ratio = rhs / entry; if (ratio < minRatio) { minRatio = ratio; minRatioPos = i; ",Math-82
0,// procedure cannot produce sensible results.  a = FastMath.sqrt(c1 / c2); -                omega = FastMath.sqrt(c2 / c3); +if (c2==0.0){throw new MathIllegalStateException();}                omega = FastMath.sqrt(c2 / c3); } } ,Math-25
0,*/ @Deprecated public void addValue(Object v) { -            addValue((Comparable<?>) v); +if (!(v instanceof Comparable<?>)){throw new IllegalArgumentException();}            addValue((Comparable<?>) v); }  /** ,Math-89
0,"}  if (real == 0.0 && imaginary == 0.0) { -            return NaN; +if (this.equals(new Complex(0,0))){return INF;}            return NaN; }  if (isInfinite) { ",Math-5
0,"* limitations under the License. */ package org.apache.commons.math3.genetics; +import  org.apache.commons.math3.exception.OutOfRangeException;  import java.util.Collections; import java.util.List; final int populationLimit, final double elitismRate) { super(chromosomes, populationLimit); +        if (elitismRate>(double)1.0){ +                throw new OutOfRangeException(null,null,null); +        } +        if (elitismRate<(double)0.0){ +                throw new OutOfRangeException(null,null,null); +        } this.elitismRate = elitismRate; }  */ public ElitisticListPopulation(final int populationLimit, final double elitismRate) { super(populationLimit); +        if (elitismRate>(double)1.0){ +                throw new OutOfRangeException(null,null,null); +        } +        if (elitismRate<(double)0.0){ +                throw new OutOfRangeException(null,null,null); +        } this.elitismRate = elitismRate; } ",Math-35
0,"freqTable.put(obj, Long.valueOf(count.longValue() + 1)); } } catch (ClassCastException ex) { -            //TreeMap will throw ClassCastException if v is not comparable +if (!(v instanceof Comparable<?>)){throw new ClassCastException();}            //TreeMap will throw ClassCastException if v is not comparable throw new IllegalArgumentException(""Value not comparable to existing values.""); } } ",Math-90
0,  final double prodHighCur = prodHigh[0]; -        double prodHighNext = prodHigh[1]; +if (len==1.0){return a[0] * b[0];}        double prodHighNext = prodHigh[1]; double sHighPrev = prodHighCur + prodHighNext; double sPrime = sHighPrev - prodHighNext; double sLowSum = (prodHighNext - (sHighPrev - sPrime)) + (prodHighCur - sPrime); ,Math-3
0,"* See the License for the specific language governing permissions and * limitations under the License. */ -package org.apache.commons.math.distribution; +package org.apache.commons.math.distribution;import  org.apache.commons.math.exception.NotStrictlyPositiveException;  import java.io.Serializable;  */ public PoissonDistributionImpl(double p, double epsilon, int maxIterations) { if (p <= 0) { -            throw MathRuntimeException.createIllegalArgumentException(LocalizedFormats.NOT_POSITIVE_POISSON_MEAN, p); +if (p <= 0){throw new NotStrictlyPositiveException(null);}            throw MathRuntimeException.createIllegalArgumentException(LocalizedFormats.NOT_POSITIVE_POISSON_MEAN, p); } mean = p; normal = new NormalDistributionImpl(p, FastMath.sqrt(p)); ",Math-61
0,"int u = p; int v = q; if ((u == 0) || (v == 0)) { -            return (Math.abs(u) + Math.abs(v)); +if (u==Integer.MIN_VALUE){throw new ArithmeticException();}if (v==Integer.MIN_VALUE){throw new ArithmeticException();}            return (Math.abs(u) + Math.abs(v)); } // keep u and v negative, as negative integers range down to // -2^31, while positive numbers can only be as large as 2^31-1 return 0; } int lcm = Math.abs(mulAndCheck(a / gcd(a, b), b)); -        return lcm; +if (lcm==Integer.MIN_VALUE){throw new ArithmeticException();}        return lcm; }  /** ",Math-99
0,"} while ((fa * fb > 0.0) && (numIterations < maximumIterations) && ((a > lowerBound) || (b < upperBound)));  -        if (fa * fb >= 0.0 ) { -            throw new ConvergenceException( +if (fa * fb >= 0.0 &&!(fa * fb==0.0)) {            throw new ConvergenceException( ""number of iterations={0}, maximum iterations={1}, "" + ""initial={2}, lower bound={3}, upper bound={4}, final a value={5}, "" + ""final b value={6}, f(a)={7}, f(b)={8}"", ",Math-85
0,"public static long safeMultiply(long val1, int val2) { switch (val2) { case -1: -                return -val1; +if (val1==Long.MIN_VALUE){throw new ArithmeticException();}                return -val1; case 0: return 0L; case 1: ",Time-15
